Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
new school,https://en.wiktionary.org/wiki/new_school,2,0,8,0,10,0.2,0.0,0.8,other,,,
new town,https://en.wiktionary.org/wiki/new_town,3,0,7,0,10,0.3,0.0,0.7,other,,,
next big thing,https://en.wiktionary.org/wiki/next_big_thing,5,0,5,0,10,0.5,0.0,0.5,positive,,,
next level,https://en.wiktionary.org/wiki/next_level,4,0,6,0,10,0.4,0.0,0.6,other,,,
next to,https://en.wiktionary.org/wiki/next_to,0,0,10,0,10,0.0,0.0,1.0,other,,,
next to nothing,https://en.wiktionary.org/wiki/next_to_nothing,0,5,5,0,10,0.0,0.5,0.5,negative,,,
next-level,https://en.wiktionary.org/wiki/next-level,7,0,3,0,10,0.7,0.0,0.3,positive,,"Significantly more advanced, better, or more extreme.",
nice guy,https://en.wiktionary.org/wiki/nice_guy,10,0,0,0,10,1.0,0.0,0.0,positive,,An inoffensive adult male who desires romantic companionship but who is too bland and uninspiring to be attractive.,
nickel and dime,https://en.wiktionary.org/wiki/nickel_and_dime,0,2,8,0,10,0.0,0.2,0.8,other,,"Small time; operating on a small scale; involving small amounts of money; petty or cheap. To charge, or be charged, several unexpected small amounts of money, often in the form of fees, taxes, or related expenses to a venture, which when taken as a whole add up to a significant unexpected cost. over trifles.",
nickel-and-dime,https://en.wiktionary.org/wiki/nickel-and-dime,0,1,9,0,10,0.0,0.1,0.9,other,,,
night and day,https://en.wiktionary.org/wiki/night_and_day,0,0,10,0,10,0.0,0.0,1.0,other,,,
night out,https://en.wiktionary.org/wiki/night_out,0,0,10,0,10,0.0,0.0,1.0,other,,"Spending the evening away from one's usual residence. The phrase typically implies going to a restaurant, going to watch entertainment, or other types of urban nightlife.",
night owl,https://en.wiktionary.org/wiki/night_owl,0,0,10,0,10,0.0,0.0,1.0,other,,"One who goes to bed late, or stays up late at night or in the early hours of the morning.",
nine lives,https://en.wiktionary.org/wiki/nine_lives,5,0,5,0,10,0.5,0.0,0.5,positive,,,
nine times out of ten,https://en.wiktionary.org/wiki/nine_times_out_of_ten,2,0,8,0,10,0.2,0.0,0.8,other,,"very often, mostly, most of the time",
nip and tuck,https://en.wiktionary.org/wiki/nip_and_tuck,0,0,10,0,10,0.0,0.0,1.0,other,,"So evenly matched that the advantage shifts from one to the other, and the outcome is uncertain.",
nip at,https://en.wiktionary.org/wiki/nip_at,0,4,6,0,10,0.0,0.4,0.6,other,,in small amounts.,
nip in the bud,https://en.wiktionary.org/wiki/nip_in_the_bud,1,0,9,0,10,0.1,0.0,0.9,other,,at an early stage.,
no biggie,https://en.wiktionary.org/wiki/no_biggie,0,0,10,0,10,0.0,0.0,1.0,other,,"Not a big deal, not something to worry about.",
no buts,https://en.wiktionary.org/wiki/no_buts,0,1,9,0,10,0.0,0.1,0.9,other,,"Alternative form of no ifs, ands, or buts",
no chance,https://en.wiktionary.org/wiki/no_chance,0,8,2,0,10,0.0,0.8,0.2,negative,,Absolutely not; under no circumstances. [from 18th c.],
no comment,https://en.wiktionary.org/wiki/no_comment,0,4,6,0,10,0.0,0.4,0.6,other,,"An ""official"" refusal to relay any further information, used for example in response to a question by a newspaper reporter or police officer. [from c. 1950] A refusal to make the obvious impolite retort. no comment (a refusal to say the obvious impolite retort)",
no cover,https://en.wiktionary.org/wiki/no_cover,0,1,9,0,10,0.0,0.1,0.9,other,,,
no dice,https://en.wiktionary.org/wiki/no_dice,0,8,2,0,10,0.0,0.8,0.2,negative,,An unacceptable alternative. An unfavorable result.,
no frills,https://en.wiktionary.org/wiki/no_frills,0,1,9,0,10,0.0,0.1,0.9,other,,,
no go,https://en.wiktionary.org/wiki/no_go,0,5,5,0,10,0.0,0.5,0.5,negative,,,
no great shakes,https://en.wiktionary.org/wiki/no_great_shakes,1,3,6,0,10,0.1,0.3,0.6,other,,"Something unexceptional, not noteworthy or special.",
no hard feelings,https://en.wiktionary.org/wiki/no_hard_feelings,6,1,3,0,10,0.6,0.1,0.3,positive,,"hold no lingering anger or resentment toward (you, etc.); there's no bad blood between (us, etc.).",
"no harm, no foul","https://en.wiktionary.org/wiki/no_harm,_no_foul",2,0,8,0,10,0.2,0.0,0.8,other,,,
no holds barred,https://en.wiktionary.org/wiki/no_holds_barred,3,1,6,0,10,0.3,0.1,0.6,other,,,
no joy,https://en.wiktionary.org/wiki/no_joy,0,10,0,0,10,0.0,1.0,0.0,negative,,A negative outcome; no success; a failure.,
no love lost,https://en.wiktionary.org/wiki/no_love_lost,1,8,1,0,10,0.1,0.8,0.1,negative,,Mutual dislike or animosity.,
no mean feat,https://en.wiktionary.org/wiki/no_mean_feat,5,2,3,0,10,0.5,0.2,0.3,positive,,,
no more,https://en.wiktionary.org/wiki/no_more,0,3,7,0,10,0.0,0.3,0.7,other,,"Not any more, no further. Dead. No longer, not any more Something that is from a certain point onwards forbidden, or non-existent",
no pressure,https://en.wiktionary.org/wiki/no_pressure,1,2,7,0,10,0.1,0.2,0.7,other,,The situation at hand is rife with emotional pressure.,
no score,https://en.wiktionary.org/wiki/no_score,0,0,10,0,10,0.0,0.0,1.0,other,,"In a sporting event, a score of zero to zero.",
no spring chicken,https://en.wiktionary.org/wiki/no_spring_chicken,0,2,8,0,10,0.0,0.2,0.8,other,,,
no strings attached,https://en.wiktionary.org/wiki/no_strings_attached,0,0,10,0,10,0.0,0.0,1.0,other,,Without conditions or obligations; without a catch.,
no sweat,https://en.wiktionary.org/wiki/no_sweat,9,0,1,0,10,0.9,0.0,0.1,positive,,,
no time to lose,https://en.wiktionary.org/wiki/no_time_to_lose,1,0,9,0,10,0.1,0.0,0.9,other,,,
no two ways about it,https://en.wiktionary.org/wiki/no_two_ways_about_it,0,3,7,0,10,0.0,0.3,0.7,other,,"No other possible action, choice or option. No other possible interpretation.",
no way,https://en.wiktionary.org/wiki/no_way,0,3,7,0,10,0.0,0.3,0.7,other,,Absolutely not; under no circumstances. [from 18th c.] Indicates astonished disbelief.,
no-show,https://en.wiktionary.org/wiki/no-show,0,5,5,0,10,0.0,0.5,0.5,negative,,,
nod off,https://en.wiktionary.org/wiki/nod_off,1,3,6,0,10,0.1,0.3,0.6,other,,"To fall asleep, especially unintentionally.",
non-starter,https://en.wiktionary.org/wiki/non-starter,0,3,7,0,10,0.0,0.3,0.7,other,,,
none of someone's business,https://en.wiktionary.org/wiki/none_of_someone's_business,0,0,10,0,10,0.0,0.0,1.0,other,,A matter that someone is not entitled to be involved in or informed about.,
nook and cranny,https://en.wiktionary.org/wiki/nook_and_cranny,0,0,10,0,10,0.0,0.0,1.0,other,,"A place or part of a place, especially small or remote.",
nose to the grindstone,https://en.wiktionary.org/wiki/nose_to_the_grindstone,1,2,7,0,10,0.1,0.2,0.7,other,,"Used to form idioms meaning ""to force someone to work hard or to focus intensely upon their work"". Used to form idioms meaning ""to force oneself to work hard or to focus intensely upon one's work"". Hard at work.",
not a chance,https://en.wiktionary.org/wiki/not_a_chance,0,6,4,0,10,0.0,0.6,0.4,negative,,Absolutely not; no way.,
not a pretty sight,https://en.wiktionary.org/wiki/not_a_pretty_sight,0,10,0,0,10,0.0,1.0,0.0,negative,,"Something disappointing, disquieting, disreputable, or otherwise unworthy of admiration.",
not at all,https://en.wiktionary.org/wiki/not_at_all,0,3,7,0,10,0.0,0.3,0.7,other,,"Used similarly to you're welcome, as a conventional reply to an expression of gratitude. Don't worry about it (response to worry or an apology)",
not bad,https://en.wiktionary.org/wiki/not_bad,8,0,2,0,10,0.8,0.0,0.2,positive,,,
not by any means,https://en.wiktionary.org/wiki/not_by_any_means,0,3,7,0,10,0.0,0.3,0.7,other,,"Not at all, not in the slightest",
not cricket,https://en.wiktionary.org/wiki/not_cricket,0,4,6,0,10,0.0,0.4,0.6,other,,unsportsmanlike.,
not going anywhere,https://en.wiktionary.org/wiki/not_going_anywhere,0,5,5,0,10,0.0,0.5,0.5,negative,,,
not in the least,https://en.wiktionary.org/wiki/not_in_the_least,0,1,9,0,10,0.0,0.1,0.9,other,,"not at all, not in any way",
not likely,https://en.wiktionary.org/wiki/not_likely,0,4,6,0,10,0.0,0.4,0.6,other,,Absolutely not; under no circumstances; no way.,
not long,https://en.wiktionary.org/wiki/not_long,0,0,10,0,10,0.0,0.0,1.0,other,,,
not out,https://en.wiktionary.org/wiki/not_out,0,0,10,0,10,0.0,0.0,1.0,other,,,
not quite,https://en.wiktionary.org/wiki/not_quite,0,0,10,0,10,0.0,0.0,1.0,other,,not exactly but slightly,
not so fast,https://en.wiktionary.org/wiki/not_so_fast,0,0,10,0,10,0.0,0.0,1.0,other,,Used to tell someone to stop doing something.,
not so hot,https://en.wiktionary.org/wiki/not_so_hot,0,8,2,0,10,0.0,0.8,0.2,negative,,,
not the end of the world,https://en.wiktionary.org/wiki/not_the_end_of_the_world,3,1,6,0,10,0.3,0.1,0.6,other,,"minor importance, at least not as important as it first seemed.",
not to mention,https://en.wiktionary.org/wiki/not_to_mention,0,0,10,0,10,0.0,0.0,1.0,other,,"An apophasis used by a speaker to introduce, despite claiming not to address, a given point of discussion.",
not to say,https://en.wiktionary.org/wiki/not_to_say,0,0,10,0,10,0.0,0.0,1.0,other,,,
not your father's,https://en.wiktionary.org/wiki/not_your_father's,0,0,10,0,10,0.0,0.0,1.0,other,,"Recently changed, made unconventional through modernisation.",
nothing for it,https://en.wiktionary.org/wiki/nothing_for_it,0,3,7,0,10,0.0,0.3,0.7,other,,No alternative; nothing else to be done or to have recourse to.,
nothing special,https://en.wiktionary.org/wiki/nothing_special,0,4,6,0,10,0.0,0.4,0.6,other,,Something ordinary or run-of-the-mill. Nothing worth discussing; nothing that the speaker wants to mention.,
nothing to it,https://en.wiktionary.org/wiki/nothing_to_it,3,0,7,0,10,0.3,0.0,0.7,other,,Easy; simple or straightforward.,
nothing to sneeze at,https://en.wiktionary.org/wiki/nothing_to_sneeze_at,9,0,1,0,10,0.9,0.0,0.1,positive,,,
nothing to write home about,https://en.wiktionary.org/wiki/nothing_to_write_home_about,0,9,1,0,10,0.0,0.9,0.1,negative,,Not exceptional; not noteworthy or especially good.,
now and again,https://en.wiktionary.org/wiki/now_and_again,0,0,10,0,10,0.0,0.0,1.0,other,,Sometimes; occasionally; intermittently.,
now and then,https://en.wiktionary.org/wiki/now_and_then,0,0,10,0,10,0.0,0.0,1.0,other,,sometimes; occasionally; intermittently,
now or never,https://en.wiktionary.org/wiki/now_or_never,0,0,10,0,10,0.0,0.0,1.0,other,,"At this sole opportunity, or not at all.",
nowhere to be found,https://en.wiktionary.org/wiki/nowhere_to_be_found,0,4,6,0,10,0.0,0.4,0.6,other,,not present; missing or lost.,
null and void,https://en.wiktionary.org/wiki/null_and_void,0,6,4,0,10,0.0,0.6,0.4,negative,,"invalid, cancelled, unenforceable",
number one,https://en.wiktionary.org/wiki/number_one,9,0,1,0,10,0.9,0.0,0.1,positive,,"First; foremost; best, often used after its headword.",
nut out,https://en.wiktionary.org/wiki/nut_out,2,4,4,0,10,0.2,0.4,0.4,negative,,,
nuts and bolts,https://en.wiktionary.org/wiki/nuts_and_bolts,1,0,9,0,10,0.1,0.0,0.9,other,,The basic inner workings of something; the fundamentals; that which makes something operate.,
odds and ends,https://en.wiktionary.org/wiki/odds_and_ends,0,1,9,0,10,0.0,0.1,0.9,other,,Miscellaneous things.,
of a kind,https://en.wiktionary.org/wiki/of_a_kind,1,1,8,0,10,0.1,0.1,0.8,other,,Of the same type or character.,
of a piece,https://en.wiktionary.org/wiki/of_a_piece,0,0,10,0,10,0.0,0.0,1.0,other,,Of the same kind.,
of all people,https://en.wiktionary.org/wiki/of_all_people,0,0,10,0,10,0.0,0.0,1.0,other,,Especially; more than other people,
of all things,https://en.wiktionary.org/wiki/of_all_things,0,1,9,0,10,0.0,0.1,0.9,other,,Especially; more than other things. Surprisingly.,
of choice,https://en.wiktionary.org/wiki/of_choice,2,0,8,0,10,0.2,0.0,0.8,other,,preferred above others.,
of course,https://en.wiktionary.org/wiki/of_course,0,0,10,0,10,0.0,0.0,1.0,other,,,
of late,https://en.wiktionary.org/wiki/of_late,0,0,10,0,10,0.0,0.0,1.0,other,,In the recent past; recently; lately.,
of sorts,https://en.wiktionary.org/wiki/of_sorts,0,0,10,0,10,0.0,0.0,1.0,other,,Resembling; similar to; in a way; partially or not entirely.,
of that ilk,https://en.wiktionary.org/wiki/of_that_ilk,0,0,10,0,10,0.0,0.0,1.0,other,,,
of two minds,https://en.wiktionary.org/wiki/of_two_minds,0,4,6,0,10,0.0,0.4,0.6,other,,Undecided or unsure; equivocating; conflicted in one's opinions.,
off and on,https://en.wiktionary.org/wiki/off_and_on,0,1,9,0,10,0.0,0.1,0.9,other,,,
off and running,https://en.wiktionary.org/wiki/off_and_running,4,0,6,0,10,0.4,0.0,0.6,other,,Launched or launching vigorously into a course of action.,
off balance,https://en.wiktionary.org/wiki/off_balance,0,3,7,0,10,0.0,0.3,0.7,other,,surprised; perplexed,
off board,https://en.wiktionary.org/wiki/off_board,0,1,9,0,10,0.0,0.1,0.9,other,,Not on or in a means of transportation. Not participating.,
off chance,https://en.wiktionary.org/wiki/off_chance,0,5,5,0,10,0.0,0.5,0.5,negative,,A possibility that is not likely or probable.,
off one's game,https://en.wiktionary.org/wiki/off_one's_game,1,6,3,0,10,0.1,0.6,0.3,negative,,"Performing in any activity below one's usual level; behaving in an irregular, inept, or awkward manner; feeling unwell.",
off one's meds,https://en.wiktionary.org/wiki/off_one's_meds,0,6,4,0,10,0.0,0.6,0.4,negative,,,
off one's own bat,https://en.wiktionary.org/wiki/off_one's_own_bat,4,0,6,0,10,0.4,0.0,0.6,other,,"At one's own instigation, of one's own accord.",
off one's rocker,https://en.wiktionary.org/wiki/off_one's_rocker,1,8,1,0,10,0.1,0.8,0.1,negative,,,
off the back foot,https://en.wiktionary.org/wiki/off_the_back_foot,0,1,9,0,10,0.0,0.1,0.9,other,,From a defensive position.,
off the bat,https://en.wiktionary.org/wiki/off_the_bat,1,0,9,0,10,0.1,0.0,0.9,other,,From the start; immediately; right away.,
off the beaten path,https://en.wiktionary.org/wiki/off_the_beaten_path,0,0,10,0,10,0.0,0.0,1.0,other,,In a secluded location; in or to a place which is not frequently visited or not widely known.,
off the beaten track,https://en.wiktionary.org/wiki/off_the_beaten_track,0,1,9,0,10,0.0,0.1,0.9,other,,In or to a place or places not commonly visited.,
off the chain,https://en.wiktionary.org/wiki/off_the_chain,4,0,6,0,10,0.4,0.0,0.6,other,,,
off the deep end,https://en.wiktionary.org/wiki/off_the_deep_end,0,9,1,0,10,0.0,0.9,0.1,negative,,"Crazy, erratic, or irrational.",
off the grid,https://en.wiktionary.org/wiki/off_the_grid,0,1,9,0,10,0.0,0.1,0.9,other,,"Isolated; in a remote location; in seclusion; not participating in some official process or system. In or into a clandestine or isolated situation or place, especially one in which public communication is curtailed. Secretly; in a clandestine manner.",
off the hook,https://en.wiktionary.org/wiki/off_the_hook,6,0,4,0,10,0.6,0.0,0.4,positive,,"Relieved of a duty, burden, responsibility, or pressure. Performing extraordinarily well. Fresh, cool, trendy, excellent, incredible.",
off the radar,https://en.wiktionary.org/wiki/off_the_radar,0,0,10,0,10,0.0,0.0,1.0,other,,"Unlikely to happen or be important in the near future, or tending to escape detection or attention.",
off the rails,https://en.wiktionary.org/wiki/off_the_rails,0,9,1,0,10,0.0,0.9,0.1,negative,,"In an abnormal manner, especially in a manner that causes damage or malfunctioning Insane. Off the intended path. Out of control.",
off the reservation,https://en.wiktionary.org/wiki/off_the_reservation,0,5,5,0,10,0.0,0.5,0.5,negative,,Violating rules or decorum; out of bounds.,
off the table,https://en.wiktionary.org/wiki/off_the_table,0,0,10,0,10,0.0,0.0,1.0,other,,,
off the top of one's head,https://en.wiktionary.org/wiki/off_the_top_of_one's_head,0,1,9,0,10,0.0,0.1,0.9,other,,"In an extemporaneous manner; without careful thought, preparation, or investigation.",
off the wagon,https://en.wiktionary.org/wiki/off_the_wagon,0,6,4,0,10,0.0,0.6,0.4,negative,,"No longer maintaining a program of self-improvement or abstinence from an undesirable habit, especially drinking alcohol.",
off to the races,https://en.wiktionary.org/wiki/off_to_the_races,9,0,1,0,10,0.9,0.0,0.1,positive,,In or into a process of energetic engagement in some activity; in or into a phase of conspicuously increasing satisfaction or success.,
off-color,https://en.wiktionary.org/wiki/off-color,0,9,1,0,10,0.0,0.9,0.1,negative,,"Dirty, vulgar or obscene, especially in a way that is unpleasant. Different than usual. Feeling mildly unwell.",
off-kilter,https://en.wiktionary.org/wiki/off-kilter,0,3,7,0,10,0.0,0.3,0.7,other,,Askew.,
off-roader,https://en.wiktionary.org/wiki/off-roader,0,0,10,0,10,0.0,0.0,1.0,other,,A vehicle that is designed to drive off the road.,
